instrument_key,exchange_token,tradingsymbol,name,last_price,,,tick_size,lot_size,instrument_type,,exchange
NSE_EQ|IN1720230110,21512,764HP39,SDL HP 7.64% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE583D07430,22837,1075UCL25,SEC RE NCD 10.75% SR II,1038.1,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE583D07448,22839,1035UCL26,SEC RE NCD 10.35% SR III,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0GGO01015,756784,KRISHIVAL,KRISHIVAL FOODS LIMITED,392.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE957N08151,25622,920HFL30,HFL 9.20% 2030 SR 67,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120190094,21973,717MP35,SDL MP 7.17% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE957N08185,28975,93HFL34,HFL 9.3% 34 SR 70 OP III,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE598C01011,19322,HISARMETAL,HISAR METAL IND. LIMITED,196.13,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE583D07455,22843,11UCL26,SEC RE NCD 11% SR V,1040,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120220196,11704,783TN42,SDL TN 7.83% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE383A01012,1515,INDIACEM,THE INDIA CEMENTS LIMITED,346.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE050H01012,11975,RML,RANE (MADRAS) LIMITED,881.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE202B07JS2,756956,91PFL27,PFL 9.10% APR 2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE583D07463,22841,105UCL2026,SEC RE NCD 10.5% SR IV,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120220170,11405,779TN32,SDL TN 7.79% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INF247L01DJ0,24944,MODEFENCE,MOTILALAMC - MODEFENCE,93.52,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120190060,21976,717MP29,SDL MP 7.17% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3020210065,8699,735SK32,SDL SK 7.35% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE202B07JR4,756954,915PFL27,PFL 9.15% JUN 2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3020210057,8493,724SK32,SDL SK 7.24% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0O4M01019,14574,MCON,MCON RASAYAN INDIA LTD,103.05,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE957N08193,757487,910HFL35,HFL 9.10% 2035 SR71 OP I,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF247L01DK8,25606,MOMENTUM50,MOTILALAMC - MOMENTUM50,52.97,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120220188,11693,782TN32,SDL TN 7.82% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE202B07JQ6,756952,925PFL30,PFL 9.25% JUN 2030,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE202B07JP8,756838,930PFL27A,PFL 9.30%  2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3020210040,7900,727SK32,SDL SK 7.27% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3020210032,6991,687SK31,SDL SK 6.87% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE895B01021,25724,RUPA,RUPA & COMPANY LTD,214.53,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3020210024,5745,68SK31,SDL SK 6.8% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE06ZX01015,2599,PARTYCRUS,PARTY CRUISERS LIMITED,79.8,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE080B01012,3009,KOHINOOR,KOHINOOR FOODS LIMITED,36.2,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE568Z01015,17081,URAVIDEF,URAVI DEFENCE &TECH LTD,492.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN3020210016,3643,678SK31,SDL SK 6.78% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120210304,7904,724TN32,SDL TN 7.24% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220240114,25770,713AS34A,SDL AS 7.13% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3520210037,5671,653CG28,SDL CG 6.53% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220240122,27318,712AS34,SDL AS 7.12% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3520210045,5971,659CG28,SDL CG 6.59% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220240130,28813,719AS34,SDL AS 7.19% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120210320,8134,704TN30A,SDL TN 7.04% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2120190102,21980,729MP30,SDL MP 7.29% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220240148,29058,715AS35,SDL AS 7.15% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120210312,8007,733TN52,SDL TN 7.33% 2052,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3520210029,4984,682CG28,SDL CG 6.82% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120210346,8287,702TN30,SDL TN 7.02% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220240155,29294,711AS45,SDL AS 7.11% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE726G01019,18652,ICICIPRULI,ICICI PRU LIFE INS CO LTD,660.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120210338,8198,713TN47,SDL TN 7.13% 2047,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220240163,29513,716AS40,SDL AS 7.16% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INF247L01BE5,10825,MOVALUE,MOTILALAMC - MOVALUE,105.02,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1220240171,29692,715AS35B,SDL AS 7.15% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE481G08107,27181,722UCL34,UCL 7.22% 2034,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120210361,8321,703TN30,SDL TN 7.03% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INF247L01BB1,10508,MOHEALTH,MOTILALAMC - MOHEALTH,44.84,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3520210052,6315,662CG28,SDL CG 6.62% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120210353,8292,71TN32,SDL TN 7.1% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220240189,29931,72AS40,SDL AS 7.2% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE055S01018,17187,CYIENTDLM,CYIENT DLM LIMITED,482.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320240253,29502,712BR37A,SDL BR 7.12% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE635Y01015,482,AISL,ANI INTEGRATED SERV LTD.,99.2,,,0.05,600,EQUITY,,NSE_EQ
NSE_EQ|INE901L01018,25328,APLLTD,ALEMBIC PHARMA LTD,976.6,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320240261,29514,719BR45,SDL BR 7.19% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE170I01016,14712,HGS,HINDUJA GLOBAL SOLS. LTD.,545.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320240238,29282,712BR37,SDL BR 7.12% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INF247L01AU3,7422,MONQ50,MOTILALAMC - MONQ50,76.19,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320240246,29293,711BR45,SDL BR 7.11% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320240295,29704,715BR37B,SDL BR 7.15% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE545L01039,24823,MANCREDIT,MANGAL CREDIT N FINCORP L,201.16,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE04TZ01018,9750,ETHOSLTD,ETHOS LIMITED,2701.2,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INF846K010Q0,14742,AXSENSEX,AXISAMC - AXSENSEX,84.47,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320240279,29565,714BR37,SDL BR 7.14% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320240287,29566,718BR45,SDL BR 7.18% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220240106,25691,713AS39,SDL AS 7.13% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE583D07604,756000,1015UCL27,UCL 10.15% SR III,1000,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE271B01025,2088,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD,697.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE583D07505,25912,1015UCL26,SEC RE NCD 10.15% SR I,985,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF247L01AP3,22739,MON100,MOTILAL OS NASDAQ100 ETF,191.25,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1720240010,23424,745HP44,SDL HP 7.45% 2044,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE583D07513,25916,1040UCL27B,SEC RE NCD 10.40% SR III,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE583D07521,25914,1025UCL26A,SEC RE NCD 10.25% SR II,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320240212,29235,715BR37,SDL BR 7.15% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720240069,24751,725HP33,SDL HP 7.25% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320240220,29236,714BR45,SDL BR 7.14% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE012A01025,22,ACC,ACC LIMITED,1982.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|IN1720240051,24486,735HP34,SDL HP 7.35% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2120190193,21950,729MP35,SDL MP 7.29% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720240044,23995,746HP36,SDL HP 7.46% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE093B01015,7623,ALPSINDUS,ALPS INDUSTRIES LTD.,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320240204,29121,722BR40,SDL BR 7.22% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720240028,23673,747HP33,SDL HP 7.47% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720240036,23999,744HP34,SDL HP 7.44% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE583D07562,755996,10UCL26,UCL 10.00% SR I,982.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1220240072,25100,725AS44,SDL AS 7.25% 2044,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0NNZ01013,16588,INFOLLION,INFOLLION RESEARCH SER L,474.15,,,0.05,400,EQUITY,,NSE_EQ
NSE_EQ|INE481G08123,30039,734UCL28,UCL 7.34% 2028 SR I,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120190169,21967,719MP40,SDL MP 7.19% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120210262,7156,683TN31A,SDL TN 6.83% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE583D07570,755998,1039UCL26,UCL 10.39% SR II,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE760L01018,27037,TBZ,TRIB BHIMJI ZAVERI LTD,189.56,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120210254,7050,666TN29,SDL TN 6.66% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE481G08115,30034,734UCL30,UCL 7.34% 2030 SR II,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE028A08356,25176,726BOB34,BOB 7.26% 2034 SR V,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE091A07216,22809,840NIRMA26,NIRMA 8.40%2026SRVII TRB,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120190151,21966,712MP35,SDL MP 7.12% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE583D07588,756002,1025UCL27A,UCL 10.25% SR IV,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1220240080,25355,713AS34,SDL AS 7.13% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720240093,25830,708HP34,SDL HP 7.08% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220240098,25489,705AS31,SDL AS 7.05% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120210288,7533,702TN31,SDL TN 7.02% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE583D07596,756004,1050UCL28,UCL 10.50% SR V,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120190185,21963,711MP30,SDL MP 7.11% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720240085,25215,722HP39,SDL HP 7.22% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE028A08349,24975,73BOB34,BOB 7.30% 2034 SR IV,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0NNS01018,14180,NSLNISP,NMDC STEEL LIMITED,39.81,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120190177,21983,689MP35,SDL MP 6.89% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120210270,7318,707TN38,SDL TN 7.07% 2038,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN9526B01012,29958,CALSOFTPP,CALSOFT RS.2.50 PPD UP,6.86,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE944F01028,10990,RADICO,RADICO KHAITAN LTD,2718.3,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE028A08323,22234,757BOB24,BOB 7.57% 2034 SR III,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120210296,7812,704TN30,SDL TN 7.04% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INF247L01AK4,1507,MOGSEC,MOTILALAMC - G5,62.26,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120190110,21991,709MP30,SDL MP 7.09% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2120190144,21965,704MP30,SDL MP 7.04% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE091A07208,22811,850NIRMA27,NIRMA 8.50%2027SRVII TRC,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120190128,21978,698MP30,SDL MP 6.98% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2120190136,21979,694MP35,SDL MP 6.94% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220240239,30447,71AS45,SDL AS 7.1% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE982F01036,18154,HATHWAY,HATHWAY CABLE & DATACOM,15.36,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120210205,5997,69TN31,SDL TN 6.9% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320240196,29132,722BR35,SDL BR 7.22% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0J0B01017,6444,KOTYARK,KOTYARK INDUSTRIES LTD,236.05,,,0.05,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120210221,6481,696TN31,SDL TN 6.96% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE092B01025,4747,INDNIPPON,INDIA NIPPON ELECT  LTD,780.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120210213,6096,697TN31C,SDL TN 6.97% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE572E01012,18908,PNBHOUSING,PNB HOUSING FIN LTD.,1076.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120210247,6993,692TN46,SDL TN 6.92% 2046,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120210239,6741,671TN29,SDL TN 6.71% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE028A08372,29167,723BOB35,BOB 7.23% 2035 SR VI,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320240139,27188,718BR34,SDL BR 7.18% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2120200174,460,707MP32,SDL MP 7.07% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE126J01016,14361,APOLLOPIPE,APOLLO PIPES LIMITED,422.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320240147,27319,713BR34B,SDL BR 7.13% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2120200166,95,676MP33,SDL MP 6.76% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320240113,27002,713BR34,SDL BR 7.13% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE757B01015,3129,TRANSWORLD,TRANSWORLD SHIP LINES LTD,275.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120200158,32,679MP33,SDL MP 6.79% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320240121,27149,713BR34A,SDL BR 7.13% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2120200141,22338,661MP35,SDL MP 6.61% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0BTM01013,19498,SECMARK,SECMARK CONSULTANCY LTD,145.98,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320240170,29059,715BR35,SDL BR 7.15% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2120200133,22297,654MP35,SDL MP 6.54% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INF740KA1UR9,25171,TOP10ADD,DSPAMC - TOP10ADD,98.81,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1720240101,27116,713HP39,SDL HP 7.13% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE270I01022,6908,VISHNU,VISHNU CHEMICALS LIMITED,500.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320240188,29063,715BR40,SDL BR 7.15% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220240205,30004,734AS35,SDL AS 7.34% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2120200125,21949,652MP35,SDL MP 6.52% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0JQS01019,25655,TECHERA,TECHERA ENGINEER (IND) L,205,,,0.05,800,EQUITY,,NSE_EQ
NSE_EQ|IN1320240154,28213,712BR34,SDL BR 7.12% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220240213,30101,724AS45,SDL AS 7.24% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2120200117,21948,658MP35,SDL MP 6.58% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0Y4801011,25324,EXCELLENT,EXCELLENT WIRES N PACK L,0,,,0.05,1600,EQUITY,,NSE_EQ
NSE_EQ|IN1220240221,30417,702AS30A,SDL AS 7.02% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320240162,28814,715BR34A,SDL BR 7.15% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2120200109,21975,657MP30,SDL MP 6.57% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720240143,30442,71HP40,SDL HP 7.1% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720240127,28226,712HP36,SDL HP 7.12% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720240135,30084,726HP35,SDL HP 7.26% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720240119,27313,711HP34,SDL HP 7.11% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0TFB01017,25520,AVIANSH,AVI ANSH TEXTILE LIMITED,101.85,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE935B01025,29459,MOSCHIP,MOSCHIP TECHNOLOGIES LTD,174.29,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF247L01BU1,19237,MONIFTY500,MOTILALAMC - MONIFTY500,23.67,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120200091,21971,664MP30,SDL MP 6.64% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320240105,25958,715BR34,SDL BR 7.15% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2120200083,21981,673MP30,SDL MP 6.73% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2120200075,21992,669MP30,SDL MP 6.69% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE281B01032,17313,LLOYDSME,LLOYDS METALS N ENERGY L,1488.9,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE344S01016,11027,INFOBEAN,INFOBEANS TECHNO. LTD.,372.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN1220240197,29939,72AS45,SDL AS 7.2% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120210148,5173,697TN31A,SDL TN 6.97% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INF247L01BH8,10822,MOQUALITY,MOTILALAMC - MOQUALITY,195.08,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE073K01018,4684,SONACOMS,SONA BLW PRECISION FRGS L,447.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120210130,5091,724TN51,SDL TN 7.24% 2051,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120210163,5336,70TN31,SDL TN 7.0% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE050A01025,380,BBTC,BOMBAY BURMAH TRADING COR,1950.6,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120210155,5230,698TN31A,SDL TN 6.98% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE951F08069,24819,849ABSLI34,ABSLI 8.49% 2034,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120210189,5471,695TN31B,SDL TN 6.95% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE804IA7022,7986,1060ECL29,SEC RED NCD 10.6% SR. VII,1040,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE951F08051,24443,820ABSLI34,ABSLI 8.20% 2034,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120190235,21982,735MP29,SDL MP 7.35% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120210171,5417,697TN31B,SDL TN 6.97% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INF740KA1VE5,29464,NEXT30ADD,DSPAMC - NEXT30ADD,38.81,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE804IA7014,7975,1015ECL29,SEC RED NCD 10.15% SR. VI,995.6,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0ATZ01017,24025,KRONOX,KRONOX LAB SCIENCES LTD,190.32,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0O5T01011,16154,REMUS,REMUS PHARMACEUTICALS L,930.7,,,0.05,100,EQUITY,,NSE_EQ
NSE_EQ|INE951F08077,757453,778ABSL35,ABSL 7.78% 2035,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120210197,5742,676TN31,SDL TN 6.76% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INF247L01BL0,8654,MOLOWVOL,MOTILALAMC - MOLOWVOL,38.24,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF247L01BK2,8182,MOMOMENTUM,MOTILALAMC - MOMOMENTUM,62.75,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE455I01029,14972,KSCL,KAVERI SEED CO. LTD.,1136.9,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INF0R8F01034,21750,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,109.46,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120200216,1095,679MP40,SDL MP 6.79% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2120200208,1012,676MP40,SDL MP 6.76% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INF0R8F01042,22901,GOLDCASE,ZERODHAAMC - GOLDCASE,15.43,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE058A01010,1442,SANOFI,SANOFI INDIA LIMITED,5911,,,0.5,1,EQUITY,,NSE_EQ
NSE_EQ|INE095A01012,5258,INDUSINDBK,INDUSIND BANK LIMITED,858.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE276C01014,15399,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,395.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE239C01020,5186,STYLAMIND,STYLAM INDUSTRIES LIMITED,1656.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120210502,8681,717TN30,SDL TN 7.17% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE09N301011,13750,FLUOROCHEM,GUJARAT FLUOROCHEM LTD,3383.4,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120200240,2239,703MP31,SDL MP 7.03% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
